"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","nlogq","attr","conv_GR"
"GO:0007178","BP","GO:0007178","Transmembrane receptor protein serine/threonine kinase signaling pathway","126/2741","432/20772",9.91943383350469e-19,1.5801658096773e-16,1.05302621274626e-16,"ENSG00000105880/ENSG00000115221/ENSG00000147883/ENSG00000168542/ENSG00000092969/ENSG00000156466/ENSG00000106483/ENSG00000141448/ENSG00000008196/ENSG00000077943/ENSG00000120149/ENSG00000122641/ENSG00000112175/ENSG00000113083/ENSG00000169554/ENSG00000132170/ENSG00000125965/ENSG00000166147/ENSG00000119681/ENSG00000166923/ENSG00000164532/ENSG00000144355/ENSG00000105971/ENSG00000138795/ENSG00000183779/ENSG00000136574/ENSG00000168743/ENSG00000107984/ENSG00000183668/ENSG00000176194/ENSG00000119699/ENSG00000026025/ENSG00000102678/ENSG00000157240/ENSG00000183691/ENSG00000150938/ENSG00000105974/ENSG00000164692/ENSG00000146197/ENSG00000137507/ENSG00000168675/ENSG00000064195/ENSG00000138379/ENSG00000125378/ENSG00000171243/ENSG00000164619/ENSG00000137801/ENSG00000138829/ENSG00000137573/ENSG00000168615/ENSG00000266524/ENSG00000050165/ENSG00000140682/ENSG00000138696/ENSG00000125845/ENSG00000143869/ENSG00000124813/ENSG00000120693/ENSG00000177606/ENSG00000180875/ENSG00000148516/ENSG00000182197/ENSG00000153071/ENSG00000170345/ENSG00000168874/ENSG00000137834/ENSG00000142871/ENSG00000113441/ENSG00000081479/ENSG00000204217/ENSG00000168056/ENSG00000163132/ENSG00000105855/ENSG00000158747/ENSG00000005884/ENSG00000142611/ENSG00000176973/ENSG00000070404/ENSG00000166949/ENSG00000124225/ENSG00000101665/ENSG00000143768/ENSG00000130513/ENSG00000049323/ENSG00000168140/ENSG00000106799/ENSG00000114251/ENSG00000120738/ENSG00000166033/ENSG00000101144/ENSG00000095739/ENSG00000134250/ENSG00000105329/ENSG00000018408/ENSG00000033170/ENSG00000140564/ENSG00000095951/ENSG00000108187/ENSG00000150593/ENSG00000163430/ENSG00000163513/ENSG00000148204/ENSG00000108175/ENSG00000064393/ENSG00000114315/ENSG00000139540/ENSG00000144959/ENSG00000136603/ENSG00000096968/ENSG00000269821/ENSG00000152684/ENSG00000260428/ENSG00000123384/ENSG00000164442/ENSG00000044574/ENSG00000089159/ENSG00000123159/ENSG00000108854/ENSG00000128791/ENSG00000147257/ENSG00000151694/ENSG00000137497/ENSG00000137575/ENSG00000188766/ENSG00000166333/ENSG00000105429",126,15.9775608178844,"Up",0.0459686245895659
"GO:0007411","BP","GO:0007411","Axon guidance","84/2741","236/20772",1.30526647190579e-18,1.98027570451993e-16,1.31966038788671e-16,"ENSG00000105880/ENSG00000134115/ENSG00000148704/ENSG00000189056/ENSG00000075223/ENSG00000007372/ENSG00000016082/ENSG00000149972/ENSG00000176165/ENSG00000107485/ENSG00000106689/ENSG00000168621/ENSG00000078401/ENSG00000182578/ENSG00000153993/ENSG00000273706/ENSG00000182168/ENSG00000125848/ENSG00000183691/ENSG00000108231/ENSG00000173482/ENSG00000065320/ENSG00000129116/ENSG00000169242/ENSG00000184347/ENSG00000144619/ENSG00000182580/ENSG00000125266/ENSG00000076356/ENSG00000138696/ENSG00000143869/ENSG00000185070/ENSG00000122877/ENSG00000182197/ENSG00000130827/ENSG00000145147/ENSG00000038382/ENSG00000204217/ENSG00000187323/ENSG00000214960/ENSG00000118257/ENSG00000198400/ENSG00000162614/ENSG00000116106/ENSG00000258947/ENSG00000170017/ENSG00000012171/ENSG00000112902/ENSG00000171587/ENSG00000044524/ENSG00000021645/ENSG00000184349/ENSG00000176697/ENSG00000133216/ENSG00000090776/ENSG00000160145/ENSG00000091129/ENSG00000149294/ENSG00000004399/ENSG00000114251/ENSG00000144857/ENSG00000101144/ENSG00000196576/ENSG00000157851/ENSG00000136040/ENSG00000134250/ENSG00000149633/ENSG00000198910/ENSG00000117298/ENSG00000099250/ENSG00000198753/ENSG00000165801/ENSG00000133067/ENSG00000185008/ENSG00000172037/ENSG00000094631/ENSG00000221866/ENSG00000136830/ENSG00000135622/ENSG00000170759/ENSG00000107562/ENSG00000075213/ENSG00000106571/ENSG00000105429",84,15.8795378192817,"Up",0.0306457497263772
"GO:0097485","BP","GO:0097485","Neuron projection guidance","84/2741","236/20772",1.30526647190579e-18,1.98027570451993e-16,1.31966038788671e-16,"ENSG00000105880/ENSG00000134115/ENSG00000148704/ENSG00000189056/ENSG00000075223/ENSG00000007372/ENSG00000016082/ENSG00000149972/ENSG00000176165/ENSG00000107485/ENSG00000106689/ENSG00000168621/ENSG00000078401/ENSG00000182578/ENSG00000153993/ENSG00000273706/ENSG00000182168/ENSG00000125848/ENSG00000183691/ENSG00000108231/ENSG00000173482/ENSG00000065320/ENSG00000129116/ENSG00000169242/ENSG00000184347/ENSG00000144619/ENSG00000182580/ENSG00000125266/ENSG00000076356/ENSG00000138696/ENSG00000143869/ENSG00000185070/ENSG00000122877/ENSG00000182197/ENSG00000130827/ENSG00000145147/ENSG00000038382/ENSG00000204217/ENSG00000187323/ENSG00000214960/ENSG00000118257/ENSG00000198400/ENSG00000162614/ENSG00000116106/ENSG00000258947/ENSG00000170017/ENSG00000012171/ENSG00000112902/ENSG00000171587/ENSG00000044524/ENSG00000021645/ENSG00000184349/ENSG00000176697/ENSG00000133216/ENSG00000090776/ENSG00000160145/ENSG00000091129/ENSG00000149294/ENSG00000004399/ENSG00000114251/ENSG00000144857/ENSG00000101144/ENSG00000196576/ENSG00000157851/ENSG00000136040/ENSG00000134250/ENSG00000149633/ENSG00000198910/ENSG00000117298/ENSG00000099250/ENSG00000198753/ENSG00000165801/ENSG00000133067/ENSG00000185008/ENSG00000172037/ENSG00000094631/ENSG00000221866/ENSG00000136830/ENSG00000135622/ENSG00000170759/ENSG00000107562/ENSG00000075213/ENSG00000106571/ENSG00000105429",84,15.8795378192817,"Up",0.0306457497263772
"GO:0031346","BP","GO:0031346","Positive regulation of cell projection organization","115/2741","382/20772",2.36957625540039e-18,3.51138137195612e-16,2.33999280643456e-16,"ENSG00000189056/ENSG00000115414/ENSG00000112175/ENSG00000165694/ENSG00000134259/ENSG00000145934/ENSG00000104237/ENSG00000170396/ENSG00000119699/ENSG00000157240/ENSG00000171617/ENSG00000065320/ENSG00000138379/ENSG00000111859/ENSG00000138193/ENSG00000104435/ENSG00000119283/ENSG00000076356/ENSG00000143320/ENSG00000120899/ENSG00000145675/ENSG00000163646/ENSG00000164171/ENSG00000130827/ENSG00000145147/ENSG00000172260/ENSG00000171094/ENSG00000162733/ENSG00000204217/ENSG00000171533/ENSG00000118432/ENSG00000110047/ENSG00000005884/ENSG00000003402/ENSG00000198400/ENSG00000116106/ENSG00000006210/ENSG00000112902/ENSG00000171587/ENSG00000044524/ENSG00000136960/ENSG00000033122/ENSG00000184349/ENSG00000151491/ENSG00000176697/ENSG00000107954/ENSG00000133216/ENSG00000099864/ENSG00000128283/ENSG00000151239/ENSG00000004399/ENSG00000148053/ENSG00000106799/ENSG00000114251/ENSG00000101144/ENSG00000140443/ENSG00000196576/ENSG00000068971/ENSG00000136040/ENSG00000182158/ENSG00000131711/ENSG00000103260/ENSG00000140538/ENSG00000198910/ENSG00000177106/ENSG00000113273/ENSG00000143322/ENSG00000099250/ENSG00000175866/ENSG00000198753/ENSG00000169762/ENSG00000218336/ENSG00000188157/ENSG00000136603/ENSG00000174804/ENSG00000153707/ENSG00000044090/ENSG00000185008/ENSG00000112655/ENSG00000165240/ENSG00000009694/ENSG00000187164/ENSG00000137825/ENSG00000138760/ENSG00000198846/ENSG00000004838/ENSG00000094631/ENSG00000121879/ENSG00000173805/ENSG00000100503/ENSG00000221866/ENSG00000127603/ENSG00000183049/ENSG00000204580/ENSG00000044574/ENSG00000112697/ENSG00000070831/ENSG00000196924/ENSG00000105662/ENSG00000115091/ENSG00000164251/ENSG00000117385/ENSG00000077264/ENSG00000109083/ENSG00000110492/ENSG00000163466/ENSG00000161202/ENSG00000134313/ENSG00000155974/ENSG00000107562/ENSG00000203879/ENSG00000116473/ENSG00000080371/ENSG00000030582/ENSG00000105429",115,15.6307854776884,"Up",0.041955490696826
"GO:0071772","BP","GO:0071772","Response to BMP","73/2741","193/20772",4.91735235675019e-18,6.96297093715827e-16,4.64014021219421e-16,"ENSG00000105880/ENSG00000092969/ENSG00000156466/ENSG00000106483/ENSG00000141448/ENSG00000008196/ENSG00000120149/ENSG00000107485/ENSG00000122641/ENSG00000132170/ENSG00000125965/ENSG00000166147/ENSG00000166923/ENSG00000164532/ENSG00000144355/ENSG00000138795/ENSG00000136574/ENSG00000107984/ENSG00000119699/ENSG00000157240/ENSG00000183691/ENSG00000150938/ENSG00000139219/ENSG00000146197/ENSG00000064195/ENSG00000151388/ENSG00000125378/ENSG00000171243/ENSG00000164619/ENSG00000137573/ENSG00000266524/ENSG00000138696/ENSG00000125845/ENSG00000143869/ENSG00000124813/ENSG00000120693/ENSG00000180875/ENSG00000182197/ENSG00000137834/ENSG00000142871/ENSG00000081479/ENSG00000204217/ENSG00000163132/ENSG00000158747/ENSG00000005884/ENSG00000125398/ENSG00000070404/ENSG00000101665/ENSG00000143768/ENSG00000114251/ENSG00000120738/ENSG00000166033/ENSG00000101144/ENSG00000095739/ENSG00000134250/ENSG00000105329/ENSG00000095951/ENSG00000150593/ENSG00000163430/ENSG00000148204/ENSG00000064393/ENSG00000114315/ENSG00000139540/ENSG00000136603/ENSG00000269821/ENSG00000152684/ENSG00000260428/ENSG00000108854/ENSG00000128791/ENSG00000147257/ENSG00000137497/ENSG00000166333/ENSG00000105429",73,15.3334688960696,"Up",0.0266326158336374
"GO:0071773","BP","GO:0071773","Cellular response to BMP stimulus","73/2741","193/20772",4.91735235675019e-18,6.96297093715827e-16,4.64014021219421e-16,"ENSG00000105880/ENSG00000092969/ENSG00000156466/ENSG00000106483/ENSG00000141448/ENSG00000008196/ENSG00000120149/ENSG00000107485/ENSG00000122641/ENSG00000132170/ENSG00000125965/ENSG00000166147/ENSG00000166923/ENSG00000164532/ENSG00000144355/ENSG00000138795/ENSG00000136574/ENSG00000107984/ENSG00000119699/ENSG00000157240/ENSG00000183691/ENSG00000150938/ENSG00000139219/ENSG00000146197/ENSG00000064195/ENSG00000151388/ENSG00000125378/ENSG00000171243/ENSG00000164619/ENSG00000137573/ENSG00000266524/ENSG00000138696/ENSG00000125845/ENSG00000143869/ENSG00000124813/ENSG00000120693/ENSG00000180875/ENSG00000182197/ENSG00000137834/ENSG00000142871/ENSG00000081479/ENSG00000204217/ENSG00000163132/ENSG00000158747/ENSG00000005884/ENSG00000125398/ENSG00000070404/ENSG00000101665/ENSG00000143768/ENSG00000114251/ENSG00000120738/ENSG00000166033/ENSG00000101144/ENSG00000095739/ENSG00000134250/ENSG00000105329/ENSG00000095951/ENSG00000150593/ENSG00000163430/ENSG00000148204/ENSG00000064393/ENSG00000114315/ENSG00000139540/ENSG00000136603/ENSG00000269821/ENSG00000152684/ENSG00000260428/ENSG00000108854/ENSG00000128791/ENSG00000147257/ENSG00000137497/ENSG00000166333/ENSG00000105429",73,15.3334688960696,"Up",0.0266326158336374
"GO:0050767","BP","GO:0050767","Regulation of neurogenesis","121/2741","416/20772",6.21557457545904e-18,8.60992199887501e-16,5.73767227400498e-16,"ENSG00000147883/ENSG00000148704/ENSG00000189056/ENSG00000075223/ENSG00000180613/ENSG00000007372/ENSG00000120093/ENSG00000198959/ENSG00000176165/ENSG00000115414/ENSG00000106689/ENSG00000115844/ENSG00000134259/ENSG00000080166/ENSG00000153993/ENSG00000144355/ENSG00000134107/ENSG00000138795/ENSG00000179348/ENSG00000142700/ENSG00000175505/ENSG00000183691/ENSG00000171540/ENSG00000154764/ENSG00000128342/ENSG00000159388/ENSG00000065320/ENSG00000182718/ENSG00000134352/ENSG00000164850/ENSG00000117707/ENSG00000107859/ENSG00000078018/ENSG00000076356/ENSG00000143320/ENSG00000125845/ENSG00000122877/ENSG00000143507/ENSG00000130827/ENSG00000145147/ENSG00000081479/ENSG00000204217/ENSG00000171533/ENSG00000166450/ENSG00000197747/ENSG00000187323/ENSG00000075945/ENSG00000118785/ENSG00000116106/ENSG00000006210/ENSG00000082014/ENSG00000012171/ENSG00000112902/ENSG00000171587/ENSG00000138311/ENSG00000164683/ENSG00000184349/ENSG00000146122/ENSG00000176697/ENSG00000107954/ENSG00000133794/ENSG00000150093/ENSG00000149256/ENSG00000133216/ENSG00000004399/ENSG00000148053/ENSG00000114251/ENSG00000127870/ENSG00000101144/ENSG00000172201/ENSG00000196576/ENSG00000157851/ENSG00000136040/ENSG00000105329/ENSG00000131711/ENSG00000174405/ENSG00000103260/ENSG00000103257/ENSG00000140538/ENSG00000198910/ENSG00000099250/ENSG00000175866/ENSG00000083290/ENSG00000198753/ENSG00000114315/ENSG00000136603/ENSG00000174804/ENSG00000153707/ENSG00000121966/ENSG00000044090/ENSG00000185008/ENSG00000134569/ENSG00000187164/ENSG00000137825/ENSG00000094631/ENSG00000173805/ENSG00000100503/ENSG00000221866/ENSG00000127603/ENSG00000105245/ENSG00000100644/ENSG00000135622/ENSG00000139687/ENSG00000177169/ENSG00000066084/ENSG00000123095/ENSG00000116641/ENSG00000166710/ENSG00000168172/ENSG00000077264/ENSG00000110492/ENSG00000138814/ENSG00000148826/ENSG00000159082/ENSG00000107562/ENSG00000203879/ENSG00000064309/ENSG00000075213/ENSG00000080371/ENSG00000106571/ENSG00000105429",121,15.2412642615372,"Up",0.0441444728201386
"GO:0010631","BP","GO:0010631","Epithelial cell migration","117/2741","397/20772",7.34116192994691e-18,9.94355640429876e-16,6.62640937901695e-16,"ENSG00000126785/ENSG00000092969/ENSG00000176692/ENSG00000078098/ENSG00000185551/ENSG00000011465/ENSG00000102359/ENSG00000135046/ENSG00000107485/ENSG00000259207/ENSG00000163638/ENSG00000073756/ENSG00000169554/ENSG00000132170/ENSG00000078401/ENSG00000019549/ENSG00000145632/ENSG00000166923/ENSG00000179348/ENSG00000140945/ENSG00000113070/ENSG00000067066/ENSG00000100985/ENSG00000154764/ENSG00000207611/ENSG00000173482/ENSG00000113140/ENSG00000113578/ENSG00000134013/ENSG00000153233/ENSG00000126016/ENSG00000169242/ENSG00000086570/ENSG00000132669/ENSG00000117707/ENSG00000125378/ENSG00000164619/ENSG00000137801/ENSG00000143878/ENSG00000116717/ENSG00000049130/ENSG00000196754/ENSG00000168615/ENSG00000125266/ENSG00000127129/ENSG00000100311/ENSG00000177606/ENSG00000020181/ENSG00000081189/ENSG00000120899/ENSG00000143507/ENSG00000164171/ENSG00000142627/ENSG00000145147/ENSG00000138772/ENSG00000168874/ENSG00000106211/ENSG00000204217/ENSG00000114861/ENSG00000105976/ENSG00000122694/ENSG00000005884/ENSG00000100345/ENSG00000118257/ENSG00000111863/ENSG00000125398/ENSG00000058668/ENSG00000112902/ENSG00000136960/ENSG00000146122/ENSG00000150093/ENSG00000165757/ENSG00000103811/ENSG00000004399/ENSG00000048052/ENSG00000138798/ENSG00000205542/ENSG00000106799/ENSG00000114251/ENSG00000138061/ENSG00000119185/ENSG00000117020/ENSG00000179388/ENSG00000107140/ENSG00000105329/ENSG00000126458/ENSG00000171132/ENSG00000071246/ENSG00000261150/ENSG00000163430/ENSG00000163513/ENSG00000113273/ENSG00000099250/ENSG00000091879/ENSG00000133121/ENSG00000156427/ENSG00000173801/ENSG00000094631/ENSG00000121879/ENSG00000127603/ENSG00000100644/ENSG00000185950/ENSG00000100065/ENSG00000117461/ENSG00000131375/ENSG00000154229/ENSG00000089159/ENSG00000123159/ENSG00000163874/ENSG00000136826/ENSG00000134954/ENSG00000151694/ENSG00000134318/ENSG00000142208/ENSG00000071054/ENSG00000030582/ENSG00000144711",117,15.1787217369485,"Up",0.0426851514045969
"GO:0048762","BP","GO:0048762","Mesenchymal cell differentiation","92/2741","278/20772",7.49043796933993e-18,9.94355640429876e-16,6.62640937901695e-16,"ENSG00000135925/ENSG00000092969/ENSG00000075223/ENSG00000176692/ENSG00000017427/ENSG00000016082/ENSG00000120149/ENSG00000115414/ENSG00000107485/ENSG00000112175/ENSG00000168621/ENSG00000078401/ENSG00000019549/ENSG00000164107/ENSG00000135111/ENSG00000153993/ENSG00000054598/ENSG00000166923/ENSG00000164532/ENSG00000085741/ENSG00000138795/ENSG00000143867/ENSG00000183779/ENSG00000075891/ENSG00000119699/ENSG00000108821/ENSG00000183691/ENSG00000170558/ENSG00000207611/ENSG00000168675/ENSG00000129514/ENSG00000164093/ENSG00000134013/ENSG00000002745/ENSG00000169242/ENSG00000125378/ENSG00000157168/ENSG00000049130/ENSG00000140682/ENSG00000125845/ENSG00000081189/ENSG00000182197/ENSG00000153071/ENSG00000137273/ENSG00000145743/ENSG00000163132/ENSG00000122694/ENSG00000118257/ENSG00000184058/ENSG00000122691/ENSG00000125398/ENSG00000116106/ENSG00000101384/ENSG00000166949/ENSG00000012171/ENSG00000112902/ENSG00000101665/ENSG00000044524/ENSG00000197380/ENSG00000164683/ENSG00000162552/ENSG00000178568/ENSG00000090776/ENSG00000168140/ENSG00000106799/ENSG00000114251/ENSG00000101144/ENSG00000121039/ENSG00000095739/ENSG00000105329/ENSG00000018408/ENSG00000130702/ENSG00000150593/ENSG00000163513/ENSG00000148204/ENSG00000099250/ENSG00000126778/ENSG00000114315/ENSG00000169762/ENSG00000044090/ENSG00000113391/ENSG00000144824/ENSG00000100644/ENSG00000135622/ENSG00000164442/ENSG00000070831/ENSG00000196924/ENSG00000110492/ENSG00000134318/ENSG00000137575/ENSG00000075213/ENSG00000188766",92,15.1787217369485,"Up",0.0335643925574608
"GO:0060070","BP","GO:0060070","Canonical Wnt signaling pathway","102/2741","325/20772",8.27403063617682e-18,1.07596169823916e-15,7.17023406795645e-16,"ENSG00000105880/ENSG00000115596/ENSG00000135925/ENSG00000112837/ENSG00000106483/ENSG00000139292/ENSG00000016082/ENSG00000107485/ENSG00000155011/ENSG00000116729/ENSG00000169554/ENSG00000078401/ENSG00000019549/ENSG00000166923/ENSG00000085741/ENSG00000138795/ENSG00000183779/ENSG00000107984/ENSG00000188064/ENSG00000102678/ENSG00000136155/ENSG00000157240/ENSG00000183072/ENSG00000108821/ENSG00000183691/ENSG00000154764/ENSG00000105974/ENSG00000170558/ENSG00000111186/ENSG00000002745/ENSG00000146648/ENSG00000171243/ENSG00000171016/ENSG00000143816/ENSG00000167874/ENSG00000134245/ENSG00000146374/ENSG00000050165/ENSG00000125845/ENSG00000020181/ENSG00000158955/ENSG00000182197/ENSG00000196562/ENSG00000153071/ENSG00000169884/ENSG00000122870/ENSG00000125398/ENSG00000166949/ENSG00000106829/ENSG00000164930/ENSG00000112902/ENSG00000197380/ENSG00000146122/ENSG00000144642/ENSG00000162552/ENSG00000133794/ENSG00000138798/ENSG00000114251/ENSG00000115266/ENSG00000120738/ENSG00000180340/ENSG00000185345/ENSG00000095739/ENSG00000105329/ENSG00000018408/ENSG00000109320/ENSG00000113971/ENSG00000167657/ENSG00000170242/ENSG00000174804/ENSG00000133067/ENSG00000187123/ENSG00000173801/ENSG00000183762/ENSG00000112655/ENSG00000114030/ENSG00000119048/ENSG00000134569/ENSG00000165617/ENSG00000116962/ENSG00000159461/ENSG00000205269/ENSG00000169118/ENSG00000181788/ENSG00000177283/ENSG00000130529/ENSG00000108854/ENSG00000109083/ENSG00000110492/ENSG00000115457/ENSG00000136826/ENSG00000161202/ENSG00000169862/ENSG00000136021/ENSG00000060656/ENSG00000147257/ENSG00000069329/ENSG00000139174/ENSG00000123349/ENSG00000166333/ENSG00000126391/ENSG00000106571",102,15.14446666682,"Up",0.0372126960963152
"GO:0098742","BP","GO:0098742","Cell-cell adhesion via plasma-membrane adhesion molecules","94/2741","289/20772",1.19385670393262e-17,1.52145098349174e-15,1.01389851445562e-15,"ENSG00000204941/ENSG00000134115/ENSG00000158258/ENSG00000092969/ENSG00000134765/ENSG00000113361/ENSG00000040731/ENSG00000242221/ENSG00000101542/ENSG00000143217/ENSG00000165194/ENSG00000145934/ENSG00000163347/ENSG00000112139/ENSG00000165376/ENSG00000140945/ENSG00000169851/ENSG00000184226/ENSG00000125848/ENSG00000170558/ENSG00000173482/ENSG00000140937/ENSG00000129116/ENSG00000086570/ENSG00000144619/ENSG00000149564/ENSG00000134760/ENSG00000125845/ENSG00000139211/ENSG00000118946/ENSG00000134762/ENSG00000182985/ENSG00000120324/ENSG00000113946/ENSG00000143341/ENSG00000253305/ENSG00000134755/ENSG00000150394/ENSG00000005884/ENSG00000075945/ENSG00000134376/ENSG00000146555/ENSG00000162614/ENSG00000083857/ENSG00000006210/ENSG00000069188/ENSG00000197479/ENSG00000170017/ENSG00000105767/ENSG00000171587/ENSG00000184349/ENSG00000150093/ENSG00000149256/ENSG00000161638/ENSG00000075275/ENSG00000189143/ENSG00000196576/ENSG00000129474/ENSG00000213937/ENSG00000166341/ENSG00000120327/ENSG00000186567/ENSG00000196083/ENSG00000127418/ENSG00000112852/ENSG00000179820/ENSG00000150471/ENSG00000198910/ENSG00000162631/ENSG00000163513/ENSG00000138650/ENSG00000148204/ENSG00000251664/ENSG00000198753/ENSG00000113212/ENSG00000218336/ENSG00000135535/ENSG00000153707/ENSG00000185008/ENSG00000112655/ENSG00000177839/ENSG00000009694/ENSG00000253846/ENSG00000244486/ENSG00000139182/ENSG00000148948/ENSG00000165323/ENSG00000090339/ENSG00000073008/ENSG00000177963/ENSG00000008710/ENSG00000204967/ENSG00000136826/ENSG00000067445",94,14.9940055132647,"Up",0.0342940532652317
"GO:0090132","BP","GO:0090132","Epithelium migration","117/2741","400/20772",1.38299415092948e-17,1.72792916269071e-15,1.15149605879247e-15,"ENSG00000126785/ENSG00000092969/ENSG00000176692/ENSG00000078098/ENSG00000185551/ENSG00000011465/ENSG00000102359/ENSG00000135046/ENSG00000107485/ENSG00000259207/ENSG00000163638/ENSG00000073756/ENSG00000169554/ENSG00000132170/ENSG00000078401/ENSG00000019549/ENSG00000145632/ENSG00000166923/ENSG00000179348/ENSG00000140945/ENSG00000113070/ENSG00000067066/ENSG00000100985/ENSG00000154764/ENSG00000207611/ENSG00000173482/ENSG00000113140/ENSG00000113578/ENSG00000134013/ENSG00000153233/ENSG00000126016/ENSG00000169242/ENSG00000086570/ENSG00000132669/ENSG00000117707/ENSG00000125378/ENSG00000164619/ENSG00000137801/ENSG00000143878/ENSG00000116717/ENSG00000049130/ENSG00000196754/ENSG00000168615/ENSG00000125266/ENSG00000127129/ENSG00000100311/ENSG00000177606/ENSG00000020181/ENSG00000081189/ENSG00000120899/ENSG00000143507/ENSG00000164171/ENSG00000142627/ENSG00000145147/ENSG00000138772/ENSG00000168874/ENSG00000106211/ENSG00000204217/ENSG00000114861/ENSG00000105976/ENSG00000122694/ENSG00000005884/ENSG00000100345/ENSG00000118257/ENSG00000111863/ENSG00000125398/ENSG00000058668/ENSG00000112902/ENSG00000136960/ENSG00000146122/ENSG00000150093/ENSG00000165757/ENSG00000103811/ENSG00000004399/ENSG00000048052/ENSG00000138798/ENSG00000205542/ENSG00000106799/ENSG00000114251/ENSG00000138061/ENSG00000119185/ENSG00000117020/ENSG00000179388/ENSG00000107140/ENSG00000105329/ENSG00000126458/ENSG00000171132/ENSG00000071246/ENSG00000261150/ENSG00000163430/ENSG00000163513/ENSG00000113273/ENSG00000099250/ENSG00000091879/ENSG00000133121/ENSG00000156427/ENSG00000173801/ENSG00000094631/ENSG00000121879/ENSG00000127603/ENSG00000100644/ENSG00000185950/ENSG00000100065/ENSG00000117461/ENSG00000131375/ENSG00000154229/ENSG00000089159/ENSG00000123159/ENSG00000163874/ENSG00000136826/ENSG00000134954/ENSG00000151694/ENSG00000134318/ENSG00000142208/ENSG00000071054/ENSG00000030582/ENSG00000144711",117,14.9387375441501,"Up",0.0426851514045969
"GO:0030509","BP","GO:0030509","BMP signaling pathway","69/2741","181/20772",2.46808784209125e-17,3.02435687111643e-15,2.01543853340002e-15,"ENSG00000105880/ENSG00000092969/ENSG00000156466/ENSG00000106483/ENSG00000141448/ENSG00000008196/ENSG00000120149/ENSG00000122641/ENSG00000132170/ENSG00000125965/ENSG00000166147/ENSG00000166923/ENSG00000164532/ENSG00000144355/ENSG00000138795/ENSG00000136574/ENSG00000107984/ENSG00000119699/ENSG00000157240/ENSG00000183691/ENSG00000150938/ENSG00000146197/ENSG00000064195/ENSG00000125378/ENSG00000171243/ENSG00000164619/ENSG00000137573/ENSG00000266524/ENSG00000138696/ENSG00000125845/ENSG00000143869/ENSG00000124813/ENSG00000120693/ENSG00000180875/ENSG00000182197/ENSG00000137834/ENSG00000142871/ENSG00000081479/ENSG00000204217/ENSG00000163132/ENSG00000158747/ENSG00000005884/ENSG00000070404/ENSG00000101665/ENSG00000143768/ENSG00000114251/ENSG00000120738/ENSG00000166033/ENSG00000101144/ENSG00000095739/ENSG00000134250/ENSG00000105329/ENSG00000095951/ENSG00000150593/ENSG00000163430/ENSG00000148204/ENSG00000064393/ENSG00000114315/ENSG00000139540/ENSG00000136603/ENSG00000269821/ENSG00000152684/ENSG00000260428/ENSG00000108854/ENSG00000128791/ENSG00000147257/ENSG00000137497/ENSG00000166333/ENSG00000105429",69,14.6956304423694,"Up",0.0251732944180956
